Name/Word,Frequency,Confidence_Score,Script Type,Found Form,Language,Monier Williams Meaning,Etymology,Page#,Part#,Context/Line#,Proper Noun/Epithet/Place,Notes
serv,10,0.7,roman,serv,Mixed,Name/epithet requiring verification,Unknown,Page 61,Part 4,"aying thus he spent about-seventy years. Rangadasa, the noble-souled devotee, gathered flowers and serv- ed the Lord for such a long period. RANGADASA FORGETS HIS DUTY OF SERVINO THE LORD ON SEEING TH...",divine_epithet,"Pattern: se, Important: False, Confidence: 0.7"
sesamum,10,0.7,roman,sesamum,Mixed,Name/epithet requiring verification,Unknown,Page 86,Part 1,"ut) in the bright half of the month a devotee, after taking bath, should worship always with white sesamum seeds. 2 2. After finishing all necessary daily routine religious duties, the devotee should ...",proper_noun,"Pattern: se, Important: False, Confidence: 0.7"
SEVENTYFOUR,10,0.7,roman,SEVENTYFOUR,Mixed,Name/epithet requiring verification,Unknown,Page 265,Part 20,"whiteness, it is called Sai;icja Tirtha. It is adored by all the three world. CHAPTER TWO HUNDRED SEVENTYFOUR Greatness of Surya Praci ilvaTa said: 1-2. Thereafter, 0 great goddess, a pilgrim should g...",divine_epithet,"Pattern: se, Important: False, Confidence: 0.7"
severity,10,0.7,roman,severity,Mixed,Name/epithet requiring verification,Unknown,Page 102,Part 9,"eloquent persons, it behoves you to narrate the truth. Vyasa said: 81-83. In order to reduce the severity of the refulgence of her lord, 0 eminent king, Sarhjiia performed the penance with due regard ...",divine_epithet,"Pattern: se, Important: False, Confidence: 0.7"
shal,10,0.7,roman,shal,Mixed,Name/epithet requiring verification,Unknown,Page 200,Part 5,"ed in all the Tirthas. There shall be Vratas and feeding everyday. At least one of your five forms shal I be worshipped each day, 0 Lord, in all the three Sandhya-periods (i.e. ✓ morning, noon and dus",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
shaven,10,0.7,roman,shaven,Mixed,Name/epithet requiring verification,Unknown,Page 219,Part 20,"la (god of Death) wandered around their houses everyday. 24-25. A hideous, horrendous being with shaven head, dark and tawny in colour, went round surveying the houses ofVnQis. His prominent emblem wa...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
sheer,10,0.7,roman,sheer,Mixed,Name/epithet requiring verification,Unknown,Page 282,Part 1,"nd that water fell on the Sivalinga. The leaves of the Bilva tree also fell. In such a manner, by sheer good luck and happy coincidence the action of that forester became a worship of Siva. With mouth...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.7"
smaller,10,0.7,roman,smaller,Mixed,Name/epithet requiring verification,Unknown,Page 130,Part 6,"be made. It shall be splendid and a Hasta long a."" a seat of deity. There shall be an Upavedika (smaller altar) in front of the Altar: 0 highly intelligent one, the place should be beautified by means...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
smiled,10,0.7,roman,smiled,Mixed,Name/epithet requiring verification,Unknown,Page 138,Part 9,"hatever is desired will be achieved."" 28. On hearing this, the goddess with a mischievous heart, smiled brightly. The remaining intricate, knotty things, the Vira ones, were told to her by Saritbhu. 2...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
society,10,0.7,roman,society,Mixed,Name/epithet requiring verification,Unknown,Page 234,Part 2,"s laid down in the Srutis) and those who keep up the customs and conventions of their kinsmen and society, those who are merciful and those who are devoid of anger. 0 splendid lady, without his worshi...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.7"
solid,10,0.7,roman,solid,Mixed,Name/epithet requiring verification,Unknown,Page 199,Part 6,"he worship duly. There should be sweet-smelling flowers, nw rice grains etc., butter, curds, milk, solid ghee, different kinds of foodstuffs u Naivedya and perfumed water. Everything sl.tould be of- f...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.7"
sown,10,0.7,roman,sown,Mixed,Name/epithet requiring verification,Unknown,Page 114,Part 16,"The trees do not bear too many flowers or fruits, 0 Lord of Suras. Vegetation is produced on being sown duly by farmers. The clouds shower adequate rain. All medicinal herbs are grown. Whatever knowle",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
spare,10,0.7,roman,spare,Mixed,Name/epithet requiring verification,Unknown,Page 44,Part 16,"the carrier of unpleasant odour of rubbish and filth too."" Understand this, 0 Lord of Suras, and spare me. Do me the favour and depute someone else for this task. I am afraid of the Slayer of Puras.",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
stem,10,0.7,roman,stem,Mixed,Name/epithet requiring verification,Unknown,Page 294,Part 18,"s that Goddess Girija resides at its root. 15. It is remembered that Dak~ayaQi 1s present on its stem Mahesvari on its branches, Goddess Parvati on its leaves and Katyayani on its fruit. 16. Gauri",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
stray,10,0.7,roman,stray,Mixed,Name/epithet requiring verification,Unknown,Page 65,Part 9,"s the vow of women; this is the highest virtue and the holiest of worships. 34. She should never stray from her husband evc;n if he is impotent, miserably placed, sickly, senile, infirm or unsteady. 3",proper_noun,"Pattern: sa, Important: False, Confidence: 0.7"
studded,10,0.7,roman,studded,Mixed,Name/epithet requiring verification,Unknown,Page 207,Part 7,"en, that holy spot attained great fame. The entire ground of that holy spot is made of gold. It is studded with plenty of divine jewels. It is rendered splendid all round. 0 learned one, he who does l...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
stuffs,10,0.7,roman,stuffs,Mixed,Name/epithet requiring verification,Unknown,Page 129,Part 6,"unar day, worships Hari, feeds Brlhma1,1as there itself and himself ·takes cooked pulses and other stuffs as his food, he does not return (to the world) even after hundred11 and crores of Kalpas. ,,84...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.7"
sufficiently,10,0.7,roman,sufficiently,Mixed,Name/epithet requiring verification,Unknown,Page 397,Part 9,"corched and driven away. How can we move about in the world when the recitation of Rudridhyiya is sufficiently widespread in every village, on the banks of the rivers and sacred spots and shrines? We ...",sacred_place,"Pattern: sa, Important: False, Confidence: 0.7"
survey,10,0.7,roman,survey,Mixed,Name/epithet requiring verification,Unknown,Page 162,Part 8,"ad through the sky and had faces in all directions. 30-32. Brahma lifted up his face in order to survey it. With a fifth face created by means of the power uof penance, the lord looked frequently at t...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
swiftly,10,0.7,roman,swiftly,Mixed,Name/epithet requiring verification,Unknown,Page 264,Part 8,"ent on his way, 0 Brihmar:ias. As he proceeded ahead, lndra who was eager to re- trieve the nectar swiftly followed him, 0 excellent Brihmar,as. After approaching his mother, the lord of the birds spo...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
symmetrical,10,0.7,roman,symmetrical,Mixed,Name/epithet requiring verification,Unknown,Page 90,Part 19,"your refulgence you are intent on sanc- tifying the three worlds. I 77. You ride on a chariot of symmetrical parts having divine shining horses, not at all defective. 0 Lord, you always move amonl{ th...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
Calendar,10,0.6,roman,Calendar,Mixed,Name/epithet requiring verification,Unknown,Page 122,Part 19,"Visa,jani (the creative one) is based on the I. This shows that the author accepted Pauri;aiminta Calendar. Downloaded from https://www.holybooks.com",proper_noun,"Pattern: cha_ca, Important: False, Confidence: 0.6"
Camac,10,0.6,roman,Camac,Mixed,Name/epithet requiring verification,Unknown,Page 7,Part 9,"007 120 Royapettah lfoJh Road, Mylaporc, Madras 600 004 16 St. Mark's Road. Bangalore 560 OCH 8 Camac Street. Calcutta 700 017 Ashok RaJpalh, Patna 800 CX>4 Chow k, Varanas1 221 001 PRINTED IN INDIA",proper_noun,"Pattern: cha_ca, Important: False, Confidence: 0.6"
Sabha,10,0.6,roman,Sabha,Mixed,Name/epithet requiring verification,Unknown,Page 521,Part 2,"built round the city of Prigjyoti'8 his nooses. KnQa destroyed that network and killed Mura (Mbh, Sabha 38.29). Downloaded from https://www.holybooks.com",sacred_place,"Pattern: sa, Important: False, Confidence: 0.6"
Sibi,10,0.6,roman,Sibi,Mixed,Name/epithet requiring verification,Unknown,Page 365,Part 7,"xual intercourse with a CinC,iila woman, 60 sharbat, 24 shelter, 6, 8 shelter to wayfarers, 24 Sibi, 131 Sikhini, 70 six faces, a smgle body wnh, 40 sleeping dunng day-time, 11 sleeping on a cot,",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
canopies,10,0.5,roman,canopies,Mixed,Name/epithet requiring verification,Unknown,Page 390,Part 9,Garlands of di- verse colours embellished them. They had nice good food. The abode had variegated canopies and abounded in the stock of grains. (She had) thousands of gems and wealth to be reckoned in...,proper_noun,"Pattern: cha_ca, Important: False, Confidence: 0.5"
changes,10,0.5,roman,changes,Mixed,Name/epithet requiring verification,Unknown,Page 38,Part 9,"said: 95. An excellent person should offer water libations for a year at Dharmavipi. There may be changes in the seasons, months and fortnights. 96. By the water libations at the tank, the Manes, viz....",divine_relation,"Pattern: cha_ca, Important: False, Confidence: 0.5"
settlement,10,0.5,roman,settlement,Mixed,Name/epithet requiring verification,Unknown,Page 202,Part 9,"e king spoke to them: ""You all may go quickly and at my behest say to King Kumarapala: Return the settlement of the Brahmar:ias to them."" On hearing those words, the Brahmar:ias were highly delighted....",proper_noun,"Pattern: se, Important: False, Confidence: 0.5"
shaJl,10,0.5,roman,shaJl,Mixed,Name/epithet requiring verification,Unknown,Page 134,Part 9,"performs the rite of letting off a dark-coloured bull in the name of Siva in front of Indre,vara, shaJl uplift hundred and one members of his family and seven Gotras. He who per- forms the Rudrajapa r...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.5"
sinewy,10,0.5,roman,sinewy,Mixed,Name/epithet requiring verification,Unknown,Page 421,Part 10,"e forehead is prominent, the woman certainly kills her husband's brother. 120. If it is hairy and sinewy and very high the woman is sickly. 121. The middle part of the head should be straight. It is p...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.5"
straightforward,10,0.5,roman,straightforward,Mixed,Name/epithet requiring verification,Unknown,Page 83,Part 9,"74 Skanda PurillJ-a are compassionate, straightforward and quiescent. They are eager to feed Brihmanas. 79. Those ~ho are born of Saunakasa have three",proper_noun,"Pattern: sa, Important: False, Confidence: 0.5"
Cacii,9,0.8,roman,Cacii,Mixed,Name/epithet requiring verification,Unknown,Page 239,Part 9,"the Gotra of the Brahmar:ias is Kusa; Visvimitra, Devarita and Audala (are the Pravaras). Goddess Cacii is glorified as the Gotra-deity. Those who are born in this family are, as mentioned before, dev...",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.8"
Cam,9,0.8,roman,Cam,Mixed,Name/epithet requiring verification,Unknown,Page 456,Part 18,"gave the Gururlak~27J,ii (fee in return for the study) to the Sun-god anrl returned once again to Cam·atk:irapura. 113. He then approached Sakalya and said: ""You have bet'n my previous preceptor. 0",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.8"
Candrahasa,9,0.8,roman,Candrahasa,Mixed,Name/epithet requiring verification,Unknown,Page 48,Part 15,Lord in the form of greatest bliss (Atman) abiding in the body itself. Undoubtedly one attains in Candrahasa that entire benefit which people get after going to Somatirtha in the western sea (in Saura...,divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.8"
Candrasena,9,0.8,roman,Candrasena,Mixed,Name/epithet requiring verification,Unknown,Page 285,Part 9,named Candrasena who ap- peared like a second lndra in the form of a man. 13. The excellent king Candrasena devoutly worships Parame§vara residing in that city as Mahikila. Downloaded from https://www...,sacred_place,"Pattern: cha_ca, Important: False, Confidence: 0.8"
Candresa,9,0.8,roman,Candresa,Mixed,Name/epithet requiring verification,Unknown,Page 382,Part 20,"s a lake created there by the Moon-god, 0 goddess. It is sixteen Dhanus in extent (east-west) from Candresa. It has been described to you formerly along with Mukti-dana (granting of liberation etc.). ...",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.8"
Sadhakas,9,0.8,roman,Sadhakas,Mixed,Name/epithet requiring verification,Unknown,Page 305,Part 2,y them. The great goddess Sjddhambika who is present here is the bestower of Siddhi on the leading Sadhakas (spiritual aspirants) who repeat Mahavidyii1 tthe great Mantra'). As a result of the repetit...,divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sadhyamrta,9,0.8,roman,Sadhyamrta,Mixed,Name/epithet requiring verification,Unknown,Page 192,Part 8,"arivati. 91-96. Again he continued to sport with her in the divine abode like a Deva. That Tirtha Sadhyamrta has such power. It is excel- lent. By taking his holy bath there, Pururavas became united w...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sahasrak,9,0.8,roman,Sahasrak,Mixed,Name/epithet requiring verification,Unknown,Page 123,Part 2,rownish'). 176. Siddha Yoginis worship a Linga made of $rrkNJ(l(Ja ('sandalwood') and the name is Sahasrak1a ('Thousand-eyed god')· .Qikinis worship Marhsalinga ('Linga made of flesh')· The name is Mt...,divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sahasrarjuna,9,0.8,roman,Sahasrarjuna,Mixed,Name/epithet requiring verification,Unknown,Page 479,Part 18,"Sacchiidras 1035, 1038 Sacred ash 17 4 Sadasiva 811 Sadhyas I 080 Sahadeva 294 Sahasrakµ 434 Sahasrarjuna 273, 277, 280 Sahoc;lha 244, 972, 973, 1038 Saka 1001 Sakalapnya 1101 Sakarhbhari 682, 1213 Sa",proper_noun,"Pattern: sa, Important: False, Confidence: 0.8"
Sakha,9,0.8,roman,Sakha,Mixed,Name/epithet requiring verification,Unknown,Page 256,Part 2,en armour and other equipments. He held a Sakti. He had divine ear-rings. He became well-known as Sakha. He too roared in a mysteriously wonderful manner. Then once again the infuriated lndra pierced ...,divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sandhyas,9,0.8,roman,Sandhyas,Mixed,Name/epithet requiring verification,Unknown,Page 99,Part 8,"u. He used to take the holy bath early in the morning. With a delighted mind he bowed down to the Sandhyas. 0 Brihmaa,as, he repeated Gayatri and worshipped both Hari and Sankara. He studied the Vedas...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.8"
Sankalpa,9,0.8,roman,Sankalpa,Mixed,Name/epithet requiring verification,Unknown,Page 344,Part 7,"proclaim the time (tithi etc.) and place (of worship). 2 After taking the solemn vow (the formal Sankalpa), ""I shall perform the worship of Visudeva for the accomplishment of Ekanta Dharma,"" one shoul...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.8"
